id	title	category	pages	pdf	text
maimonides-eight-chapters	Eight Chapters	Philosophy-World-Traditions	1	readers/philosophy/maimonides-eight-chapters.txt	readers/philosophy/maimonides-eight-chapters.txt
ibn-tufail-hayy	Hayy ibn Yaqzan	Philosophy-World-Traditions	1	readers/philosophy/ibn-tufail-hayy.txt	readers/philosophy/ibn-tufail-hayy.txt
al-ghazali-deliverance	Deliverance from Error	Philosophy-World-Traditions	1	readers/philosophy/al-ghazali-deliverance.txt	readers/philosophy/al-ghazali-deliverance.txt
ibn-khaldun-muqaddimah	The Muqaddimah	Philosophy-World-Traditions	1	readers/philosophy/ibn-khaldun-muqaddimah.txt	readers/philosophy/ibn-khaldun-muqaddimah.txt
saadia-beliefs-opinions	The Book of Beliefs and Opinions	Philosophy-World-Traditions	1	readers/philosophy/saadia-beliefs-opinions.txt	readers/philosophy/saadia-beliefs-opinions.txt
smith-moral-sentiments	The Theory of Moral Sentiments	Philosophy-Government-Power	232	readers/philosophy/smith-moral-sentiments.txt	readers/philosophy/smith-moral-sentiments.txt
smith-wealth-nations	The Wealth of Nations	Philosophy-Government-Power	699	readers/philosophy/smith-wealth-nations.txt	readers/philosophy/smith-wealth-nations.txt
marx-capital-volume-one	Capital - Volume I	Philosophy-Government-Power	1	readers/philosophy/marx-capital-volume-one.txt	readers/philosophy/marx-capital-volume-one.txt
marx-engels-manifesto	The Communist Manifesto	Philosophy-Government-Power	37	readers/philosophy/marx-engels-manifesto.txt	readers/philosophy/marx-engels-manifesto.txt
engels-socialism	Socialism: Utopian and Scientific	Philosophy-Government-Power	62	readers/philosophy/engels-socialism.txt	readers/philosophy/engels-socialism.txt
kropotkin-conquest-bread	The Conquest of Bread	Philosophy-Government-Power	165	readers/philosophy/kropotkin-conquest-bread.txt	readers/philosophy/kropotkin-conquest-bread.txt
bakunin-god-state	God and the State	Philosophy-Government-Power	12	readers/philosophy/bakunin-god-state.txt	readers/philosophy/bakunin-god-state.txt
stirner-ego-own	The Ego and His Own	Philosophy-Government-Power	327	readers/philosophy/stirner-ego-own.txt	readers/philosophy/stirner-ego-own.txt
george-progress-poverty	Progress and Poverty	Philosophy-Government-Power	368	readers/philosophy/george-progress-poverty.txt	readers/philosophy/george-progress-poverty.txt
goldman-anarchism	Anarchism and Other Essays	Philosophy-Government-Power	154	readers/philosophy/goldman-anarchism.txt	readers/philosophy/goldman-anarchism.txt
de-cleyre-selected	Selected Works of Voltairine de Cleyre	Philosophy-Government-Power	301	readers/philosophy/de-cleyre-selected.txt	readers/philosophy/de-cleyre-selected.txt
lenin-state-revolution	The State and Revolution	Philosophy-Government-Power	1	readers/philosophy/lenin-state-revolution.txt	readers/philosophy/lenin-state-revolution.txt
du-bois-souls	The Souls of Black Folk	Philosophy-Government-Power	143	readers/philosophy/du-bois-souls.txt	readers/philosophy/du-bois-souls.txt
washington-up-slavery	Up from Slavery	Philosophy-Government-Power	151	readers/philosophy/washington-up-slavery.txt	readers/philosophy/washington-up-slavery.txt
douglass-narrative	Narrative of the Life of Frederick Douglass	Philosophy-Government-Power	83	readers/philosophy/douglass-narrative.txt	readers/philosophy/douglass-narrative.txt
douglass-selected-speeches	Selected Speeches of Frederick Douglass	Philosophy-Government-Power	1	readers/philosophy/douglass-selected-speeches.txt	readers/philosophy/douglass-selected-speeches.txt
tolstoy-death-ivan	The Death of Ivan Ilyich	Philosophy-Philosophical-Literature	1	readers/philosophy/tolstoy-death-ivan.txt	readers/philosophy/tolstoy-death-ivan.txt
dostoevsky-brothers-karamazov	The Brothers Karamazov	Philosophy-Philosophical-Literature	754	readers/philosophy/dostoevsky-brothers-karamazov.txt	readers/philosophy/dostoevsky-brothers-karamazov.txt
dostoevsky-notes-underground	Notes from Underground	Philosophy-Philosophical-Literature	96	readers/philosophy/dostoevsky-notes-underground.txt	readers/philosophy/dostoevsky-notes-underground.txt
dostoevsky-crime-punishment	Crime and Punishment	Philosophy-Philosophical-Literature	450	readers/philosophy/dostoevsky-crime-punishment.txt	readers/philosophy/dostoevsky-crime-punishment.txt
melville-moby-dick	Moby-Dick	Philosophy-Philosophical-Literature	447	readers/philosophy/melville-moby-dick.txt	readers/philosophy/melville-moby-dick.txt
defoe-robinson-crusoe	Robinson Crusoe	Philosophy-Philosophical-Literature	13	readers/philosophy/defoe-robinson-crusoe.txt	readers/philosophy/defoe-robinson-crusoe.txt
voltaire-candide	Candide	Philosophy-Philosophical-Literature	95	readers/philosophy/voltaire-candide.txt	readers/philosophy/voltaire-candide.txt
swift-gulliver	Gulliver's Travels	Philosophy-Philosophical-Literature	14	readers/philosophy/swift-gulliver.txt	readers/philosophy/swift-gulliver.txt
goethe-faust	Faust	Philosophy-Philosophical-Literature	189	readers/philosophy/goethe-faust.txt	readers/philosophy/goethe-faust.txt
dante-divine-comedy	The Divine Comedy	Philosophy-Philosophical-Literature	321	readers/philosophy/dante-divine-comedy.txt	readers/philosophy/dante-divine-comedy.txt
milton-paradise-lost	Paradise Lost	Philosophy-Philosophical-Literature	229	readers/philosophy/milton-paradise-lost.txt	readers/philosophy/milton-paradise-lost.txt
sophocles-antigone	Antigone	Philosophy-Philosophical-Literature	185	readers/philosophy/sophocles-antigone.txt	readers/philosophy/sophocles-antigone.txt
aeschylus-oresteia	The Oresteia	Philosophy-Philosophical-Literature	1	readers/philosophy/aeschylus-oresteia.txt	readers/philosophy/aeschylus-oresteia.txt
shakespeare-hamlet	Hamlet	Philosophy-Philosophical-Literature	130	readers/philosophy/shakespeare-hamlet.txt	readers/philosophy/shakespeare-hamlet.txt
shakespeare-king-lear	King Lear	Philosophy-Philosophical-Literature	131	readers/philosophy/shakespeare-king-lear.txt	readers/philosophy/shakespeare-king-lear.txt
shakespeare-macbeth	Macbeth	Philosophy-Philosophical-Literature	92	readers/philosophy/shakespeare-macbeth.txt	readers/philosophy/shakespeare-macbeth.txt
shakespeare-tempest	The Tempest	Philosophy-Philosophical-Literature	85	readers/philosophy/shakespeare-tempest.txt	readers/philosophy/shakespeare-tempest.txt
shelley-frankenstein	Frankenstein	Philosophy-Philosophical-Literature	156	readers/philosophy/shelley-frankenstein.txt	readers/philosophy/shelley-frankenstein.txt
wells-time-machine	The Time Machine	Philosophy-Philosophical-Literature	72	readers/philosophy/wells-time-machine.txt	readers/philosophy/wells-time-machine.txt
wells-war-worlds	The War of the Worlds	Philosophy-Philosophical-Literature	136	readers/philosophy/wells-war-worlds.txt	readers/philosophy/wells-war-worlds.txt
london-sea-wolf	The Sea-Wolf	Philosophy-Philosophical-Literature	238	readers/philosophy/london-sea-wolf.txt	readers/philosophy/london-sea-wolf.txt
conrad-heart-darkness	Heart of Darkness	Philosophy-Philosophical-Literature	75	readers/philosophy/conrad-heart-darkness.txt	readers/philosophy/conrad-heart-darkness.txt
chesterton-man-thursday	The Man Who Was Thursday	Philosophy-Philosophical-Literature	140	readers/philosophy/chesterton-man-thursday.txt	readers/philosophy/chesterton-man-thursday.txt
arendt-human-condition	The Human Condition	Philosophy-Modern-Licensed	1	readers/philosophy/arendt-human-condition.txt	readers/philosophy/arendt-human-condition.txt
camus-myth-sisyphus	The Myth of Sisyphus	Philosophy-Modern-Licensed	1	readers/philosophy/camus-myth-sisyphus.txt	readers/philosophy/camus-myth-sisyphus.txt
sartre-being-nothingness	Being and Nothingness	Philosophy-Modern-Licensed	1	readers/philosophy/sartre-being-nothingness.txt	readers/philosophy/sartre-being-nothingness.txt
beauvoir-ethics-ambiguity	The Ethics of Ambiguity	Philosophy-Modern-Licensed	1	readers/philosophy/beauvoir-ethics-ambiguity.txt	readers/philosophy/beauvoir-ethics-ambiguity.txt
frankl-mans-search	Man's Search for Meaning	Philosophy-Modern-Licensed	1	readers/philosophy/frankl-mans-search.txt	readers/philosophy/frankl-mans-search.txt
popper-open-society	The Open Society and Its Enemies	Philosophy-Modern-Licensed	1	readers/philosophy/popper-open-society.txt	readers/philosophy/popper-open-society.txt
rawls-theory-justice	A Theory of Justice	Philosophy-Modern-Licensed	1	readers/philosophy/rawls-theory-justice.txt	readers/philosophy/rawls-theory-justice.txt
foucault-discipline-punish	Discipline and Punish	Philosophy-Modern-Licensed	1	readers/philosophy/foucault-discipline-punish.txt	readers/philosophy/foucault-discipline-punish.txt
fanon-wretched-earth	The Wretched of the Earth	Philosophy-Modern-Licensed	1	readers/philosophy/fanon-wretched-earth.txt	readers/philosophy/fanon-wretched-earth.txt
kuhn-scientific-revolutions	The Structure of Scientific Revolutions	Philosophy-Modern-Licensed	1	readers/philosophy/kuhn-scientific-revolutions.txt	readers/philosophy/kuhn-scientific-revolutions.txt
orwell-1984	Nineteen Eighty-Four	Philosophy-Modern-Licensed	1	readers/philosophy/orwell-1984.txt	readers/philosophy/orwell-1984.txt
fromm-art-loving	The Art of Loving	Philosophy-Modern-Licensed	1	readers/philosophy/fromm-art-loving.txt	readers/philosophy/fromm-art-loving.txt
hayek-road-serfdom	The Road to Serfdom	Philosophy-Modern-Licensed	1	readers/philosophy/hayek-road-serfdom.txt	readers/philosophy/hayek-road-serfdom.txt
freire-pedagogy-oppressed	Pedagogy of the Oppressed	Philosophy-Modern-Licensed	1	readers/philosophy/freire-pedagogy-oppressed.txt	readers/philosophy/freire-pedagogy-oppressed.txt
king-strength-love	Strength to Love	Philosophy-Modern-Licensed	1	readers/philosophy/king-strength-love.txt	readers/philosophy/king-strength-love.txt
baldwin-fire-next-time	The Fire Next Time	Philosophy-Modern-Licensed	1	readers/philosophy/baldwin-fire-next-time.txt	readers/philosophy/baldwin-fire-next-time.txt
solzhenitsyn-gulag	The Gulag Archipelago	Philosophy-Modern-Licensed	1	readers/philosophy/solzhenitsyn-gulag.txt	readers/philosophy/solzhenitsyn-gulag.txt
textfiles-survival-keyword	The Key Word SURVIVAL	Underground-TEXTFILES-Survival	11	readers/textfiles/textfiles-survival-keyword.txt	readers/textfiles/textfiles-survival-keyword.txt
textfiles-survival-planning	Planning for Survival	Underground-TEXTFILES-Survival	6	readers/textfiles/textfiles-survival-planning.txt	readers/textfiles/textfiles-survival-planning.txt
textfiles-survival-homestead	One Effort, Multiple Results: Survival Homestead	Underground-TEXTFILES-Survival	8	readers/textfiles/textfiles-survival-homestead.txt	readers/textfiles/textfiles-survival-homestead.txt
textfiles-emergency-water	Emergency Water	Underground-TEXTFILES-Survival	6	readers/textfiles/textfiles-emergency-water.txt	readers/textfiles/textfiles-emergency-water.txt
textfiles-shelter	Shelter Reference	Underground-TEXTFILES-Survival	1	readers/textfiles/textfiles-shelter.txt	readers/textfiles/textfiles-shelter.txt
textfiles-fire-basics	Campfire Basics	Underground-TEXTFILES-Survival	3	readers/textfiles/textfiles-fire-basics.txt	readers/textfiles/textfiles-fire-basics.txt
textfiles-firewood	Firewood Reference	Underground-TEXTFILES-Survival	7	readers/textfiles/textfiles-firewood.txt	readers/textfiles/textfiles-firewood.txt
textfiles-trail-foods	Make Your Own Trail Foods	Underground-TEXTFILES-Survival	7	readers/textfiles/textfiles-trail-foods.txt	readers/textfiles/textfiles-trail-foods.txt
textfiles-wool	Wool Field Reference	Underground-TEXTFILES-Survival	3	readers/textfiles/textfiles-wool.txt	readers/textfiles/textfiles-wool.txt
textfiles-winter-driving	Winter Driving	Underground-TEXTFILES-Survival	2	readers/textfiles/textfiles-winter-driving.txt	readers/textfiles/textfiles-winter-driving.txt
textfiles-travel	Survival Travel Notes	Underground-TEXTFILES-Survival	4	readers/textfiles/textfiles-travel.txt	readers/textfiles/textfiles-travel.txt
textfiles-communications	Survival Communications	Underground-TEXTFILES-Survival	2	readers/textfiles/textfiles-communications.txt	readers/textfiles/textfiles-communications.txt
textfiles-tap-code	Tap Code	Underground-TEXTFILES-Signals	1	readers/textfiles/textfiles-tap-code.txt	readers/textfiles/textfiles-tap-code.txt
textfiles-underground-communications	Underground Communications	Underground-TEXTFILES-Signals	2	readers/textfiles/textfiles-underground-communications.txt	readers/textfiles/textfiles-underground-communications.txt
textfiles-quick-fixes	Quick Fixes	Underground-TEXTFILES-Repair	4	readers/textfiles/textfiles-quick-fixes.txt	readers/textfiles/textfiles-quick-fixes.txt
textfiles-beer	How to Brew Your Own Beer	Underground-TEXTFILES-Fermentation	5	readers/textfiles/textfiles-beer.txt	readers/textfiles/textfiles-beer.txt
textfiles-ginger-beer	Kelleye's Home Ginger Beer	Underground-TEXTFILES-Fermentation	2	readers/textfiles/textfiles-ginger-beer.txt	readers/textfiles/textfiles-ginger-beer.txt
textfiles-brewing-faq	Rec.Crafts.Brewing FAQ	Underground-TEXTFILES-Fermentation	9	readers/textfiles/textfiles-brewing-faq.txt	readers/textfiles/textfiles-brewing-faq.txt
textfiles-homebrew-bibliography	Homebrewing Bibliography and Resources	Underground-TEXTFILES-Fermentation	10	readers/textfiles/textfiles-homebrew-bibliography.txt	readers/textfiles/textfiles-homebrew-bibliography.txt
textfiles-phone-phantom-beer	How to Brew Your Own Beer - Phone Phantom	Underground-TEXTFILES-Fermentation	4	readers/textfiles/textfiles-phone-phantom-beer.txt	readers/textfiles/textfiles-phone-phantom-beer.txt
textfiles-home-alcohol	Homemade Alcohol, Version 2	Underground-TEXTFILES-Distilling-Regulated	9	readers/textfiles/textfiles-home-alcohol.txt	readers/textfiles/textfiles-home-alcohol.txt
textfiles-complete-local-archive	Complete TEXTFILES.COM Local Archive Index	Underground-TEXTFILES-Archive	1	readers/textfiles/textfiles-complete-local-archive.txt	readers/textfiles/textfiles-complete-local-archive.txt
nist-handbook-44-2026	NIST Handbook 44: Weighing and Measuring Devices (2026)	Economy-Trade-Measurement	592	pdfs/recovery-economy/nist-handbook-44-2026.pdf	text/recovery-economy/nist-handbook-44-2026.txt
nist-handbook-130-2026	NIST Handbook 130: Legal Metrology and Fuel Quality (2026)	Economy-Trade-Measurement	332	pdfs/recovery-economy/nist-handbook-130-2026.pdf	text/recovery-economy/nist-handbook-130-2026.txt
nist-sp-1197-economic-decision-guide	Community Resilience Economic Decision Guide for Buildings and Infrastructure Systems	Economy-Value-Attribution	69	pdfs/recovery-economy/nist-sp-1197-economic-decision-guide.pdf	text/recovery-economy/nist-sp-1197-economic-decision-guide.txt
fema-national-disaster-recovery-framework-2025	National Disaster Recovery Framework, Third Edition (Amended 2024)	Rebuilding-Society-Recovery	61	pdfs/recovery-economy/fema-national-disaster-recovery-framework-2025.pdf	text/recovery-economy/fema-national-disaster-recovery-framework-2025.txt
fema-whole-community-approach	A Whole Community Approach to Emergency Management	Rebuilding-Society-Community	28	pdfs/recovery-economy/fema-whole-community-approach.pdf	text/recovery-economy/fema-whole-community-approach.txt
fema-community-lifelines-toolkit-2023	Community Lifelines Implementation Toolkit 2.1	Rebuilding-Society-Lifelines	66	pdfs/recovery-economy/fema-community-lifelines-toolkit-2023.pdf	text/recovery-economy/fema-community-lifelines-toolkit-2023.txt
fema-continuity-guidance-circular-2026	Continuity Guidance Circular (2018, Updated 2024)	Rebuilding-Society-Continuity	50	pdfs/recovery-economy/fema-continuity-guidance-circular-2026.pdf	text/recovery-economy/fema-continuity-guidance-circular-2026.txt
nist-community-resilience-planning-v1	Community Resilience Planning Guide, Volume I	Rebuilding-Society-Planning	126	pdfs/recovery-economy/nist-community-resilience-planning-volume-1.pdf	text/recovery-economy/nist-community-resilience-planning-v1.txt
nist-community-resilience-planning-v2	Community Resilience Planning Guide, Volume II	Rebuilding-Society-Planning	274	pdfs/recovery-economy/nist-community-resilience-planning-volume-2.pdf	text/recovery-economy/nist-community-resilience-planning-v2.txt
stlouis-fed-yen-to-trade	A Yen to Trade	Economy-Barter-Money	148	pdfs/recovery-economy/stlouis-fed-yen-to-trade.pdf	text/recovery-economy/stlouis-fed-yen-to-trade.txt
anarchists-cookbook-iv-4-14-quarantine	Anarchist's Cookbook IV 4.14 - Restricted Archive	Cookbook-Underground-Restricted	336	../../RES/Anarchists Cookbook  IV 4.14.pdf	readers/cookbook/anarchists-cookbook-iv-4-14-quarantine.txt
neets-01-dc	NEETS 01 - Matter, Energy, and Direct Current	Electronics-Basics	278	pdfs/technical/neets-01-matter-energy-dc.pdf	text/technical/neets-01-dc.txt
neets-02-ac	NEETS 02 - Alternating Current and Transformers	Electronics-Basics	244	pdfs/technical/neets-02-ac-transformers.pdf	text/technical/neets-02-ac.txt
neets-03-protection	NEETS 03 - Circuit Protection, Control, and Measurement	Electronics-Basics	208	pdfs/technical/neets-03-circuit-protection-control-measurement.pdf	text/technical/neets-03-protection.txt
neets-04-wiring	NEETS 04 - Conductors, Wiring, and Schematic Reading	Electronics-Basics	152	pdfs/technical/neets-04-conductors-wiring-schematics.pdf	text/technical/neets-04-wiring.txt
neets-05-motors	NEETS 05 - Generators and Motors	Electronics-Basics	114	pdfs/technical/neets-05-generators-motors.pdf	text/technical/neets-05-motors.txt
neets-06-emission	NEETS 06 - Electronic Emission, Tubes, and Power Supplies	Electronics-Intermediate	198	pdfs/technical/neets-06-emission-tubes-power-supplies.pdf	text/technical/neets-06-emission.txt
neets-07-solid-state	NEETS 07 - Solid-State Devices and Power Supplies	Electronics-Intermediate	275	pdfs/technical/neets-07-solid-state-power-supplies.pdf	text/technical/neets-07-solid-state.txt
neets-08-amplifiers	NEETS 08 - Amplifiers	Electronics-Intermediate	174	pdfs/technical/neets-08-amplifiers.pdf	text/technical/neets-08-amplifiers.txt
neets-09-waveforms	NEETS 09 - Wave Generation and Wave Shaping	Electronics-Intermediate	265	pdfs/technical/neets-09-wave-generation-shaping.pdf	text/technical/neets-09-waveforms.txt
neets-10-propagation	NEETS 10 - Propagation, Transmission Lines, and Antennas	Electronics-Intermediate	266	pdfs/technical/neets-10-propagation-lines-antennas.pdf	text/technical/neets-10-propagation.txt
neets-11-microwave	NEETS 11 - Microwave Principles	Electronics-Intermediate	182	pdfs/technical/neets-11-microwave-principles.pdf	text/technical/neets-11-microwave.txt
neets-12-modulation	NEETS 12 - Modulation Principles	Electronics-Intermediate	220	pdfs/technical/neets-12-modulation-principles.pdf	text/technical/neets-12-modulation.txt
neets-13-logic	NEETS 13 - Number Systems and Logic Circuits	Electronics-Intermediate	218	pdfs/technical/neets-13-number-systems-logic.pdf	text/technical/neets-13-logic.txt
neets-14-microelectronics	NEETS 14 - Microelectronics	Electronics-Intermediate	161	pdfs/technical/neets-14-microelectronics.pdf	text/technical/neets-14-microelectronics.txt
neets-15-servos	NEETS 15 - Synchros, Servos, and Gyros	Electronics-Intermediate	184	pdfs/technical/neets-15-synchros-servos-gyros.pdf	text/technical/neets-15-servos.txt
neets-16-test-equipment	NEETS 16 - Test Equipment	Electronics-Intermediate	272	pdfs/technical/neets-16-test-equipment.pdf	text/technical/neets-16-test-equipment.txt
neets-17-rf-comms	NEETS 17 - Radio-Frequency Communications Principles	Electronics-Advanced	201	pdfs/technical/neets-17-rf-communications.pdf	text/technical/neets-17-rf-comms.txt
neets-18-radar	NEETS 18 - Radar Principles	Electronics-Advanced	204	pdfs/technical/neets-18-radar-principles.pdf	text/technical/neets-18-radar.txt
neets-19-handbook	NEETS 19 - Technician's Handbook	Electronics-Advanced	156	pdfs/technical/neets-19-technician-handbook.pdf	text/technical/neets-19-handbook.txt
neets-20-glossary	NEETS 20 - Master Glossary	Electronics-Advanced	95	pdfs/technical/neets-20-master-glossary.pdf	text/technical/neets-20-glossary.txt
neets-21-test-methods	NEETS 21 - Test Methods and Practices	Electronics-Advanced	216	pdfs/technical/neets-21-test-methods-practices.pdf	text/technical/neets-21-test-methods.txt
neets-22-computers	NEETS 22 - Digital Computers	Electronics-Advanced	172	pdfs/technical/neets-22-digital-computers.pdf	text/technical/neets-22-computers.txt
neets-23-recording	NEETS 23 - Magnetic Recording	Electronics-Advanced	164	pdfs/technical/neets-23-magnetic-recording.pdf	text/technical/neets-23-recording.txt
neets-24-fiber	NEETS 24 - Fiber Optics	Electronics-Advanced	238	pdfs/technical/neets-24-fiber-optics.pdf	text/technical/neets-24-fiber.txt
auto-course-outline	Automotive Mechanic Course Outline and Shop Practice	Automotive-Basics	29	pdfs/technical/automotive-mechanic-course-outline.pdf	text/technical/auto-course-outline.txt
auto-shop-safety	NIOSH - Occupational Safety and Health in Vocational Education	Automotive-Basics	194	pdfs/technical/niosh-occupational-safety-vocational-education.pdf	text/technical/auto-shop-safety.txt
auto-principles-tm9-8000	TM 9-8000 - Principles of Automotive Vehicles	Automotive-Basics	780	pdfs/technical/tm-9-8000-principles-automotive-vehicles.pdf	text/technical/auto-principles-tm9-8000.txt
auto-electrical-army	Army Wheeled Vehicle Electrical Systems	Automotive-Intermediate	408	pdfs/technical/army-wheeled-vehicle-electrical-systems.pdf	text/technical/auto-electrical-army.txt
auto-heavy-equipment-basic	NAVEDTRA 14081 - Equipment Operator, Basic	Automotive-Intermediate	650	pdfs/technical/navedtra-14081-equipment-operator-basic.pdf	text/technical/auto-heavy-equipment-basic.txt
auto-small-tires-osha	OSHA - Light Truck and Automobile Tire Service Hazards	Automotive-Intermediate	4	pdfs/technical/osha-small-tire-service-hazards.pdf	text/technical/auto-small-tires-osha.txt
auto-brake-asbestos-osha	OSHA - Asbestos in Automotive Brake and Clutch Work	Automotive-Intermediate	5	pdfs/technical/osha-brake-clutch-asbestos.pdf	text/technical/auto-brake-asbestos-osha.txt
auto-fluid-power	NAVEDTRA 12964 - Fluid Power: Hydraulics and Pneumatics	Automotive-Advanced	206	pdfs/technical/navedtra-12964-fluid-power.pdf	text/technical/auto-fluid-power.txt
auto-heavy-equipment-advanced	NAVEDTRA 14080 - Equipment Operator, Advanced	Automotive-Advanced	289	pdfs/technical/navedtra-14080-equipment-operator-advanced.pdf	text/technical/auto-heavy-equipment-advanced.txt
auto-construction-mechanic-advanced	NAVEDTRA 14050 - Construction Mechanic, Advanced	Automotive-Advanced	414	pdfs/technical/navedtra-14050-construction-mechanic-advanced.pdf	text/technical/auto-construction-mechanic-advanced.txt
auto-aerial-lifts-osha	OSHA - Using Aerial Lifts and Bucket Trucks	Automotive-Advanced	1	pdfs/technical/osha-using-aerial-lifts.pdf	text/technical/auto-aerial-lifts-osha.txt
product-manual-archive-intelligence	Product Manual Archive Intelligence and Offline Capacity Plan	Product-Manual-Archives	1	readers/technical/product-manual-archives.txt	readers/technical/product-manual-archives.txt
ag-soil-sare	Building Soils for Better Crops, Fourth Edition	Agriculture-Soil	410	pdfs/agriculture/building-soils-for-better-crops.pdf	text/agriculture/ag-soil-sare.txt
ag-soil-nrcs	Soil Quality Test Kit Guide	Agriculture-Soil	88	pdfs/agriculture/soil-quality-test-kit-guide.pdf	text/agriculture/ag-soil-nrcs.txt
ag-seed-saving	A Seed Saving Guide for Gardeners and Farmers	Agriculture-Seeds	30	pdfs/agriculture/seed-saving-guide.pdf	text/agriculture/ag-seed-saving.txt
ag-vegetable-cornell	Cornell Integrated Crop and Pest Management Guidelines for Commercial Vegetable Production - 2024 Preview	Agriculture-Vegetables	23	pdfs/agriculture/cornell-commercial-vegetable-ipm-preview-2024.pdf	text/agriculture/ag-vegetable-cornell.txt
ag-crop-rotation	Crop Rotation on Organic Farms: A Planning Manual	Agriculture-Vegetables	163	pdfs/agriculture/crop-rotation-on-organic-farms.pdf	text/agriculture/ag-crop-rotation.txt
ag-field-crops-cornell	Cornell Guide for Integrated Field Crop Management - 2023 Preview	Agriculture-Staples	25	pdfs/agriculture/cornell-field-crop-management-2023-preview.pdf	text/agriculture/ag-field-crops-cornell.txt
ag-orchards-usda	Transitioning to Organic Management of Orchards	Agriculture-Orchards	4	pdfs/agriculture/transitioning-organic-orchards.pdf	text/agriculture/ag-orchards-usda.txt
ag-black-walnut-usfs	Growing Black Walnut for Nut Production	Agriculture-Orchards	16	pdfs/agriculture/growing-black-walnut-for-nut-production.pdf	text/agriculture/ag-black-walnut-usfs.txt
ag-irrigation-nrcs	National Engineering Handbook Part 652 - Irrigation Guide	Agriculture-Water	754	pdfs/agriculture/nrcs-national-irrigation-guide.pdf	text/agriculture/ag-irrigation-nrcs.txt
ag-rainwater-twdb	Texas Manual on Rainwater Harvesting, Third Edition	Agriculture-Water	88	pdfs/agriculture/rainwater-harvesting-manual-third-edition.pdf	text/agriculture/ag-rainwater-twdb.txt
ag-high-tunnels-sare	High Tunnels and Other Season Extension Techniques	Agriculture-Greenhouse	4	pdfs/agriculture/high-tunnels-season-extension.pdf	text/agriculture/ag-high-tunnels-sare.txt
ag-hydroponics-usda	Hydroponic and Aquaponic Task Force Report	Agriculture-Greenhouse	196	pdfs/agriculture/usda-hydroponic-aquaponic-task-force-report-2016.pdf	text/agriculture/ag-hydroponics-usda.txt
ag-greenhouse-ipm-cornell	Cornell Greenhouse Crops and Herbaceous Ornamentals IPM Guidelines - 2024-2025 Preview	Agriculture-IPM	33	pdfs/agriculture/cornell-greenhouse-ipm-preview-2024-2025.pdf	text/agriculture/ag-greenhouse-ipm-cornell.txt
ag-small-farm-tools	Equipment and Tools for Small-Scale Intensive Crop Production	Agriculture-Tools	28	pdfs/agriculture/equipment-tools-small-scale-intensive-crop-production.pdf	text/agriculture/ag-small-farm-tools.txt
ag-small-animals-fao	Small Animals for Small Farms, Second Edition	Agriculture-Livestock	92	pdfs/agriculture/small-animals-for-small-farms.pdf	text/agriculture/ag-small-animals-fao.txt
ag-poultry-usda	Organic Poultry Production for Meat and Eggs	Agriculture-Livestock	8	pdfs/agriculture/organic-poultry-meat-eggs.pdf	text/agriculture/ag-poultry-usda.txt
ag-beekeeping-usda	Beekeeping in the United States - Agriculture Handbook 335	Agriculture-Livestock	10	pdfs/agriculture/usda-beekeeping-in-the-united-states.pdf	text/agriculture/ag-beekeeping-usda.txt
ag-pasture-sare	Pasture and Grazing Management in the Pacific Northwest	Agriculture-Pasture	214	pdfs/agriculture/pasture-grazing-management-pacific-northwest.pdf	text/agriculture/ag-pasture-sare.txt
ag-pasture-condition-nrcs	National Pasture Condition Scoring Guide and Score Sheet	Agriculture-Pasture	20	pdfs/agriculture/national-pasture-condition-scoring-guide.pdf	text/agriculture/ag-pasture-condition-nrcs.txt
ag-hardiness-zones-usda	USDA Plant Hardiness Zone Map - 2023 National Map	Agriculture-Calendar-Zones	1	pdfs/agriculture/usda-plant-hardiness-zone-map-2023.pdf	text/agriculture/ag-hardiness-zones-usda.txt
ag-nyc-planting-cornell	New York City Vegetable Planting Calendar	Agriculture-New-York	1	pdfs/agriculture/cornell-nyc-vegetable-planting-calendar.pdf	text/agriculture/ag-nyc-planting-cornell.txt
ag-ny-harvest-chart	New York Grown Produce Harvest Chart	Agriculture-New-York	2	pdfs/agriculture/ny-grown-produce-harvest-chart.pdf	text/agriculture/ag-ny-harvest-chart.txt
ag-storage-usda	The Commercial Storage of Fruits, Vegetables, and Florist and Nursery Stocks - Agriculture Handbook 66	Agriculture-Postharvest	792	pdfs/agriculture/usda-commercial-storage-handbook-66.pdf	text/agriculture/ag-storage-usda.txt
ag-root-cellar-purdue	Storing Vegetables and Fruits at Home	Agriculture-Postharvest	5	pdfs/agriculture/storing-vegetables-fruits-at-home.pdf	text/agriculture/ag-root-cellar-purdue.txt
ag-organic-planner-sare	Organic Transition Planner	Agriculture-Planning	180	pdfs/agriculture/organic-transition-planner.pdf	text/agriculture/ag-organic-planner-sare.txt
ag-urban-farming-ny-cornell	Guide to Urban Farming in New York State	Agriculture-Planning	104	pdfs/agriculture/guide-to-urban-farming-in-new-york-state.pdf	text/agriculture/ag-urban-farming-ny-cornell.txt
privacy-art-invisibility	The Art of Invisibility	Privacy-Surveillance-Defense	283	pdfs/privacy-surveillance/art-of-invisibility-kevin-mitnick.pdf	text/privacy-surveillance/art-of-invisibility-kevin-mitnick.txt
